UDI,Product_ID,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,TWF,HDF,PWF,OSF,RNF,temp_diff,power_W,wear_torque,temp_per_rpm,high_wear,product_type_enc
1257,M16116,M,297.5,308.9,1535,37.7,12,0,0,0,0,0,0,11.399999999999977,6060.079868897151,452.40000000000003,0.2011067708333333,0,1
1258,L48437,L,297.5,308.9,1466,43.0,15,0,0,0,0,0,0,11.399999999999977,6601.3239232331125,645.0,0.21056578050443078,0,0
1259,L48438,L,297.5,308.9,1427,50.4,17,0,0,0,0,0,0,11.399999999999977,7531.5285640100265,856.8,0.21631652661064424,0,0
1260,M16119,M,297.5,308.9,1280,48.5,19,0,0,0,0,0,0,11.399999999999977,6501.002397828478,921.5,0.24113973458235752,0,1
1261,L48440,L,297.6,309.0,1528,33.8,22,0,0,0,0,0,0,11.399999999999977,5408.398360811996,743.5999999999999,0.20209287115761937,0,0
1262,H30675,H,297.6,309.0,1885,25.2,24,0,0,0,0,0,0,11.399999999999977,4974.397807694078,604.8,0.16383881230116648,0,2
1263,H30676,H,297.8,309.2,1648,33.0,29,0,0,0,0,0,0,11.399999999999977,5695.079162427576,957.0,0.18750758035172832,0,2
1264,L48443,L,297.8,309.2,1400,56.9,34,0,0,0,0,0,0,11.399999999999977,8341.975692832095,1934.6,0.22069950035688793,0,0
1265,M16124,M,297.8,309.3,2243,15.7,36,0,0,0,0,0,0,11.5,3687.7166485143307,565.1999999999999,0.1378342245989305,0,1
1266,L48445,L,297.9,309.4,1558,35.7,39,0,0,0,0,0,0,11.5,5824.5756116085495,1392.3000000000002,0.19846055163566387,0,0
1267,L48446,L,298.0,309.6,1633,34.8,41,0,0,0,0,0,0,11.600000000000023,5951.056131842073,1426.8,0.18947368421052632,0,0
1268,M16127,M,298.1,309.6,1549,38.7,43,0,0,0,0,0,0,11.5,6277.56185632966,1664.1000000000001,0.19974193548387098,0,1
1269,L48448,L,298.0,309.5,1496,45.8,46,0,0,0,0,0,0,11.5,7175.0625175827045,2106.7999999999997,0.20674682698730795,0,0
1270,L48449,L,298.1,309.5,1467,41.8,48,0,0,0,0,0,0,11.399999999999977,6421.478215790608,2006.3999999999999,0.21083106267029972,0,0
1271,M16130,M,298.0,309.4,1276,65.9,50,0,0,0,0,0,0,11.399999999999977,8805.716656403998,3295.0000000000005,0.24228660924040718,0,1
1272,H30685,H,298.0,309.4,1490,40.5,53,0,0,0,0,0,0,11.399999999999977,6319.313622695869,2146.5,0.20751173708920187,0,2
1273,H30686,H,298.0,309.4,1562,38.1,58,0,0,0,0,0,0,11.399999999999977,6232.103010632217,2209.8,0.19795265515035187,0,2
1274,L48453,L,298.1,309.4,1397,48.2,63,0,0,0,0,0,0,11.299999999999955,7051.346598884338,3036.6000000000004,0.22131616595135906,0,0
1275,H30688,H,298.1,309.5,1530,40.2,65,0,0,0,0,0,0,11.399999999999977,6440.893258389794,2613.0,0.20215545395166556,0,2
1276,M16135,M,298.1,309.4,1362,47.6,70,0,0,0,0,0,0,11.299999999999955,6789.107388113686,3332.0,0.22699926632428466,0,1
1277,M16136,M,298.2,309.4,1693,34.4,73,0,0,0,0,0,0,11.199999999999989,6098.794762364889,2511.2,0.18264462809917353,0,1
1278,M16137,M,298.2,309.4,1408,46.5,76,0,0,0,0,0,0,11.199999999999989,6856.211807194363,3534.0,0.21958836053938963,0,1
1279,L48458,L,298.2,309.4,1398,52.9,79,0,0,0,0,0,0,11.199999999999989,7744.465714070343,4179.099999999999,0.2211579699785561,0,0
1280,M16139,M,298.3,309.6,1531,40.1,81,0,0,0,0,0,0,11.300000000000011,6429.070398036785,3248.1,0.20208877284595303,0,1
1281,H30694,H,298.3,309.5,1521,37.1,84,0,0,0,0,0,0,11.199999999999989,5909.241533622792,3116.4,0.2033508541392904,0,2
1282,H30695,H,298.3,309.5,1427,54.3,89,0,0,0,0,0,0,11.199999999999989,8114.325417177469,4832.7,0.21673669467787116,0,2
1283,L48462,L,298.3,309.4,1546,36.1,94,0,0,0,0,0,0,11.099999999999966,5844.472365081283,3393.4,0.19999999999999998,0,0
1284,L48463,L,298.3,309.4,1356,45.4,96,0,0,0,0,0,0,11.099999999999966,6446.799452578542,4358.4,0.228002947678703,0,0
1285,L48464,L,298.4,309.5,2153,15.3,98,1,0,0,1,0,0,11.100000000000023,3449.5629814212007,1499.4,0.143686165273909,0,0
1286,M16145,M,298.5,309.6,1492,41.7,100,0,0,0,0,0,0,11.100000000000023,6515.2861724268005,4170.0,0.20736771600803752,0,1
1287,L48466,L,298.5,309.6,1582,40.3,103,0,0,0,0,0,0,11.100000000000023,6676.36609975186,4150.9,0.19557801642451045,0,0
1288,L48467,L,298.5,309.6,1419,41.5,105,0,0,0,0,0,0,11.100000000000023,6166.789299364084,4357.5,0.21802816901408453,0,0
1289,M16148,M,298.5,309.6,1441,48.2,107,0,0,0,0,0,0,11.100000000000023,7273.436255542114,5157.400000000001,0.21470180305131764,0,1
1290,M16149,M,298.6,309.7,1635,32.2,110,0,0,0,0,0,0,11.099999999999966,5513.180947784728,3542.0000000000005,0.18930317848410758,0,1
1291,L48470,L,298.6,309.7,1429,45.8,113,0,0,0,0,0,0,11.099999999999966,6853.719477022517,5175.4,0.21657342657342657,0,0
1292,M16151,M,298.6,309.7,1675,28.4,115,0,0,0,0,0,0,11.099999999999966,4981.518751042216,3266.0,0.1847852028639618,0,1
1293,M16152,M,298.7,309.7,1868,23.8,118,0,0,0,0,0,0,11.0,4655.672761011882,2808.4,0.1657035848047084,0,1
1294,H30707,H,298.7,309.8,1582,33.4,121,0,0,0,0,0,0,11.100000000000023,5533.2661968166785,4041.3999999999996,0.19570435881238157,0,2
1295,L48474,L,298.8,309.9,1486,40.3,126,0,0,0,0,0,0,11.099999999999966,6271.22631114492,5077.799999999999,0.20840618695359783,0,0
1296,L48475,L,298.7,309.8,1402,54.3,128,0,0,0,0,0,0,11.100000000000023,7972.168349602531,6950.4,0.22081254454739843,0,0
1297,L48476,L,298.7,309.9,1621,34.1,130,0,0,0,0,0,0,11.199999999999989,5788.499655969826,4433.0,0.1910604192355117,0,0
1298,L48477,L,298.8,309.9,1428,42.4,132,0,0,0,0,0,0,11.099999999999966,6340.487957181063,5596.8,0.21686494051784463,0,0
1299,M16158,M,298.7,309.8,1343,53.6,134,0,0,0,0,0,0,11.100000000000023,7538.230628337684,7182.400000000001,0.2305059523809524,0,1
1300,M16159,M,298.7,309.9,1458,40.2,137,0,0,0,0,0,0,11.199999999999989,6137.792399171451,5507.400000000001,0.2124057573680603,0,1
1301,L48480,L,298.7,309.8,1322,57.0,140,0,0,0,0,0,0,11.100000000000023,7891.052427286843,7980.0,0.2341647770219199,0,0
1302,L48481,L,298.7,309.9,1483,32.8,142,0,0,0,0,0,0,11.199999999999989,5093.820216432538,4657.599999999999,0.2088274932614555,0,0
1303,L48482,L,298.6,309.8,1505,45.7,144,0,0,0,0,0,1,11.199999999999989,7202.46767749752,6580.8,0.2057104913678619,0,0
1304,L48483,L,298.7,309.9,1593,42.5,146,0,0,0,0,0,0,11.199999999999989,7089.789220988765,6205.0,0.19441656210790462,0,0
1305,L48484,L,298.8,310.0,2098,19.6,148,0,0,0,0,0,0,11.199999999999989,4306.160106324505,2900.8,0.14768937589328252,0,0
1306,L48485,L,298.8,310.0,1672,30.4,150,0,0,0,0,0,0,11.199999999999989,5322.779489026163,4560.0,0.1852958756724447,0,0
1307,L48486,L,298.8,310.0,1487,41.4,152,0,0,0,0,0,0,11.199999999999989,6446.736620725471,6292.8,0.20833333333333334,0,0
1308,L48487,L,298.8,310.0,1423,42.1,154,0,0,0,0,0,0,11.199999999999989,6273.582505635114,6483.400000000001,0.21769662921348315,0,0
1309,L48488,L,298.9,310.1,1750,25.0,156,0,0,0,0,0,0,11.200000000000045,4581.4892864851145,3900.0,0.1770988006853227,0,0
1310,L48489,L,298.9,310.2,1654,31.1,158,0,0,0,0,0,0,11.300000000000011,5386.721371502226,4913.8,0.18743202416918428,0,0
1311,L48490,L,298.9,310.2,1498,50.2,160,0,0,0,0,0,0,11.300000000000011,7874.8836970963675,8032.0,0.20693795863909273,0,0
1312,L48491,L,298.9,310.1,1587,30.2,162,0,0,0,0,0,0,11.200000000000045,5018.945591521981,4892.4,0.19527707808564232,0,0
1313,L48492,L,298.9,310.1,1473,42.6,164,0,0,0,0,0,0,11.200000000000045,6571.143689807627,6986.400000000001,0.21037991858887384,0,0
1314,L48493,L,298.9,310.2,1359,56.9,166,0,0,0,0,0,0,11.300000000000011,8097.674976113442,9445.4,0.22808823529411765,0,0
1315,M16174,M,299.0,310.3,1635,34.5,168,0,0,0,0,0,0,11.300000000000011,5906.979586912208,5796.0,0.18966992665036675,0,1
1316,L48495,L,299.0,310.3,1520,45.0,171,0,0,0,0,0,0,11.300000000000011,7162.8312501847295,7695.0,0.2040105193951348,0,0
1317,L48496,L,299.0,310.3,1507,36.7,173,0,0,0,0,0,0,11.300000000000011,5791.725024427512,6349.1,0.2057692307692308,0,0
1318,L48497,L,299.0,310.3,1428,46.3,175,0,0,0,0,0,0,11.300000000000011,6923.693217393473,8102.499999999999,0.21714485654303708,0,0
1319,M16178,M,299.0,310.3,1582,33.3,177,0,0,0,0,0,0,11.300000000000011,5516.699531556748,5894.099999999999,0.1960202147820594,0,1
1320,L48499,L,299.0,310.3,1929,24.4,180,0,0,0,0,0,0,11.300000000000011,4928.907546070098,4392.0,0.16077720207253887,0,0
1321,M16180,M,299.0,310.3,1540,38.1,182,0,0,0,0,0,0,11.300000000000011,6144.3269118909175,6934.2,0.20136275146009086,0,1
1322,L48501,L,298.9,310.2,1362,53.0,185,0,0,0,0,0,0,11.300000000000011,7559.300243067759,9805.0,0.2275862068965517,0,0
1323,H30736,H,298.9,310.1,1452,49.9,187,0,0,0,0,0,0,11.200000000000045,7587.448913243925,9331.3,0.21342050929112183,0,2
1324,L48503,L,298.9,310.1,1361,51.7,192,0,0,0,0,0,0,11.200000000000045,7368.469433313206,9926.400000000001,0.2276798825256975,0,0
1325,M16184,M,298.8,310.1,1243,74.5,194,1,0,0,1,1,0,11.300000000000011,9697.415843223414,14453.0,0.24927652733118974,0,1
1326,H30739,H,298.8,310.1,1567,36.8,197,0,0,0,0,0,0,11.300000000000011,6038.727510828252,7249.599999999999,0.19776785714285716,0,2
1327,L48506,L,298.9,310.2,1411,46.5,202,0,0,0,0,0,0,11.300000000000011,6870.820213033557,9393.0,0.2196883852691218,1,0
1328,L48507,L,298.8,310.2,1814,26.8,204,0,0,0,0,0,0,11.399999999999977,5090.971839093284,5467.2,0.1709090909090909,1,0
1329,M16188,M,298.8,310.1,1719,28.8,206,0,0,0,0,0,0,11.300000000000011,5184.381860660021,5932.8,0.1802906976744186,1,1
1330,H30743,H,298.8,310.2,1663,30.4,209,0,0,0,0,0,0,11.399999999999977,5294.128164025424,6353.599999999999,0.18641826923076923,1,2
1331,L48510,L,298.9,310.2,1696,30.2,214,0,0,0,0,0,0,11.300000000000011,5363.662081424878,6462.8,0.18279316440777843,1,0
1332,H30745,H,298.9,310.2,1771,26.8,216,0,0,0,0,0,0,11.300000000000011,4970.292793293388,5788.8,0.17505643340857788,1,2
1333,L48512,L,299.0,310.3,1868,24.0,221,0,0,0,0,0,0,11.300000000000011,4694.796061524587,5304.0,0.16602461209202782,1,0
1334,M16193,M,299.0,310.3,1558,35.4,223,0,0,0,0,0,0,11.300000000000011,5775.62959806562,7894.2,0.19903784477228995,1,1
1335,L48514,L,299.0,310.4,1365,49.1,226,1,0,0,0,1,0,11.399999999999977,7018.475067752277,11096.6,0.22723279648609077,1,0
1336,L48515,L,299.0,310.4,1371,53.8,228,1,0,0,0,1,0,11.399999999999977,7724.108193675081,12266.4,0.22623906705539357,1,0
1337,L48516,L,298.9,310.3,1583,32.6,230,0,0,0,0,0,0,11.400000000000034,5404.146738754139,7498.0,0.19589646464646465,1,0
1338,H30751,H,298.7,310.2,1613,36.0,0,0,0,0,0,0,0,11.5,6080.866740288404,0.0,0.19219330855018588,0,2
1339,L48518,L,298.6,310.1,1721,27.2,5,0,0,0,0,0,0,11.5,4902.057400857418,136.0,0.18008130081300813,0,0
1340,M16199,M,298.6,310.2,1668,31.5,7,0,0,0,0,0,0,11.599999999999966,5502.185373497164,220.5,0.18585979628520072,0,1
1341,L48520,L,298.6,310.2,1569,36.3,10,0,0,0,0,0,0,11.599999999999966,5964.282236913686,363.0,0.1975796178343949,0,0
1342,M16201,M,298.6,310.2,1328,50.5,12,0,0,0,0,0,0,11.599999999999966,7022.925657344864,606.0,0.23340857787810382,0,1
1343,M16202,M,298.6,310.1,1596,33.0,15,0,0,0,0,0,0,11.5,5515.380062642241,495.0,0.19417658108954292,0,1
1344,L48523,L,298.5,310.2,1676,32.7,18,0,0,0,0,0,0,11.699999999999989,5739.1871232839785,588.6,0.1849731663685152,0,0
1345,L48524,L,298.5,310.1,1809,28.9,20,0,0,0,0,0,0,11.600000000000023,5474.759269631325,578.0,0.17132596685082874,0,0
1346,L48525,L,298.5,310.0,1804,26.1,22,0,0,0,0,0,0,11.5,4930.666837956109,574.2,0.17174515235457063,0,0
1347,L48526,L,298.6,310.1,1533,33.9,24,0,0,0,0,0,0,11.5,5442.149537887062,813.5999999999999,0.20215123859191658,0,0
1348,L48527,L,298.7,310.2,1717,27.3,26,0,0,0,0,0,0,11.5,4908.6442734544435,709.8000000000001,0.18055878928987193,0,0
1349,L48528,L,298.7,310.2,1363,45.5,28,0,0,0,0,0,0,11.5,6494.35269337838,1274.0,0.22741935483870968,0,0
1350,L48529,L,298.7,310.2,1402,45.9,30,0,0,0,0,0,0,11.5,6738.904737509321,1377.0,0.22109764789736278,0,0
1351,L48530,L,298.7,310.2,1436,47.5,32,0,0,0,0,0,0,11.5,7142.934496711993,1520.0,0.21586638830897703,0,0
1352,L48531,L,298.7,310.2,1525,43.7,34,0,0,0,0,0,0,11.5,6978.786280561927,1485.8000000000002,0.20327653997378767,0,0
1353,M16212,M,298.7,310.2,1598,33.3,36,0,0,0,0,0,0,11.5,5572.494217084502,1198.8,0.19399624765478424,0,1
1354,M16213,M,298.6,310.1,1444,48.1,39,0,0,0,0,0,0,11.5,7273.457199493136,1875.9,0.2146020761245675,0,1
1355,L48534,L,298.6,310.0,1334,48.0,42,0,0,0,0,0,0,11.399999999999977,6705.415359822055,2016.0,0.23220973782771537,0,0
1356,M16215,M,298.6,310.0,1681,35.5,44,0,0,0,0,0,0,11.399999999999977,6249.203746643256,1562.0,0.18430439952437574,0,1
1357,L48536,L,298.6,309.9,1593,37.4,47,0,0,0,0,0,0,11.299999999999955,6239.014514470113,1757.8,0.19441656210790462,0,0
1358,L48537,L,298.6,309.9,1461,45.7,49,0,0,0,0,0,0,11.299999999999955,6991.897193902908,2239.3,0.21196990424076606,0,0
1359,M16218,M,298.7,310.1,1693,31.9,51,0,0,0,0,0,0,11.400000000000034,5655.568398820928,1626.8999999999999,0.18305785123966944,0,1
1360,L48539,L,298.7,310.2,1404,50.3,54,0,0,0,0,0,0,11.5,7395.4347702565165,2716.2,0.22078291814946618,0,0
1361,H30774,H,298.8,310.2,1707,27.6,56,0,0,0,0,0,0,11.399999999999977,4933.682766903555,1545.6000000000001,0.181615925058548,0,2
1362,M16221,M,298.6,310.1,1458,41.9,61,0,0,0,0,0,0,11.5,6397.350784211038,2555.9,0.2125428375599726,0,1
1363,L48542,L,298.6,310.0,1517,41.2,64,0,0,0,0,0,0,11.399999999999977,6545.026582880784,2636.8,0.20421607378129117,0,0
1364,L48543,L,298.7,310.1,1433,54.6,66,0,0,0,0,0,0,11.400000000000034,8193.462136121396,3603.6,0.2162482566248257,0,0
1365,L48544,L,298.7,310.2,1566,33.1,68,0,0,0,0,0,0,11.5,5428.1066187255165,2250.8,0.19795788130185066,0,0
1366,L48545,L,298.7,310.1,1676,33.5,70,0,0,0,0,0,0,11.400000000000034,5879.595370948417,2345.0,0.1849135360763268,0,0
1367,M16226,M,298.7,310.1,1368,56.8,72,0,0,0,0,0,0,11.400000000000034,8136.97630020985,4089.6,0.2265157048940833,0,1
1368,M16227,M,298.8,310.2,1581,37.5,75,0,0,0,0,0,0,11.399999999999977,6208.572481656829,2812.5,0.19608091024020227,0,1
1369,H30782,H,298.8,310.3,1708,27.1,78,0,0,0,0,0,0,11.5,4847.1423612726685,2113.8,0.1815681685196021,0,2
1370,M16229,M,298.7,310.3,1481,41.5,83,0,0,0,0,0,0,11.600000000000023,6436.23322928697,3444.5,0.20937921727395412,0,1
1371,L48550,L,298.7,310.3,1451,40.0,86,0,0,0,0,0,0,11.600000000000023,6077.934587145053,3440.0,0.21370523415977963,0,0
1372,M16231,M,298.7,310.3,1495,38.7,88,0,0,0,0,0,0,11.600000000000023,6058.718512080595,3405.6000000000004,0.2074197860962567,0,1
1373,M16232,M,298.8,310.3,1573,41.8,91,0,0,0,0,0,0,11.5,6885.470506774797,3803.7999999999997,0.197141041931385,0,1
1374,M16233,M,298.8,310.3,1366,59.0,94,0,0,0,0,0,0,11.5,8439.78394411386,5546.0,0.2269934162399415,0,1
1375,L48554,L,298.8,310.3,1553,36.8,97,0,0,0,0,0,0,11.5,5984.775892990603,3569.6,0.19967824967824968,0,0
1376,M16235,M,298.8,310.3,1528,37.1,99,0,0,0,0,0,0,11.5,5936.437254027369,3672.9,0.20294310006540223,0,1
1377,M16236,M,298.8,310.2,1527,31.2,102,0,0,0,0,0,0,11.399999999999977,4989.100461312878,3182.4,0.20301047120418847,0,1
1378,L48557,L,298.8,310.2,1461,46.7,105,0,0,0,0,0,0,11.399999999999977,7144.892756132731,4903.5,0.2121751025991792,0,0
1379,H30792,H,298.8,310.2,1455,44.9,107,0,0,0,0,0,0,11.399999999999977,6841.289242089812,4804.3,0.21304945054945054,0,2
1380,L48559,L,298.7,310.1,1620,34.8,112,0,0,0,0,0,0,11.400000000000034,5903.680914625938,3897.5999999999995,0.19130166563849477,0,0
1381,L48560,L,298.7,310.1,1786,27.7,114,0,0,0,0,0,0,11.400000000000034,5180.716669230832,3157.7999999999997,0.1735310576385003,0,0
1382,M16241,M,298.8,310.2,1583,35.7,116,0,0,0,0,0,0,11.399999999999977,5918.037993052845,4141.200000000001,0.19583333333333333,0,1
1383,L48562,L,298.8,310.1,1653,30.3,119,0,0,0,0,0,0,11.300000000000011,5244.983182947767,3605.7000000000003,0.18748488512696496,0,0
1384,M16243,M,298.9,310.2,1331,49.0,121,0,0,0,0,0,0,11.300000000000011,6829.717709149089,5929.0,0.23288288288288286,0,1
1385,L48564,L,298.9,310.3,1484,43.8,124,0,0,0,0,0,0,11.400000000000034,6806.700306973788,5431.2,0.20895622895622895,0,0
1386,M16245,M,298.9,310.2,1603,36.1,126,0,0,0,0,0,0,11.300000000000011,6059.9542051910075,4548.6,0.19339152119700748,0,1
1387,L48566,L,298.9,310.2,1445,40.0,129,0,0,0,0,0,0,11.300000000000011,6052.801845916334,5160.0,0.21452282157676347,0,0
1388,L48567,L,298.9,310.1,1823,26.1,131,0,0,0,0,0,0,11.200000000000045,4982.597364519948,3419.1000000000004,0.1700109649122807,0,0
1389,H30802,H,298.9,310.1,1491,45.3,133,0,0,0,0,0,0,11.200000000000045,7073.013116218595,6024.9,0.20784182305630028,0,2
1390,L48569,L,298.9,310.2,1533,42.8,138,0,0,0,0,0,0,11.300000000000011,6870.914460813164,5906.4,0.20221642764015646,0,0
1391,L48570,L,298.9,310.2,1409,54.8,140,0,0,0,0,0,0,11.300000000000011,8085.747396005313,7672.0,0.22,0,0
1392,L48571,L,298.9,310.2,2737,8.8,142,1,0,0,1,0,0,11.300000000000011,2522.2381339100775,1249.6000000000001,0.11329437545653762,0,0
1393,M16252,M,299.0,310.3,1494,46.6,144,0,0,0,0,0,0,11.300000000000011,7290.631239332762,6710.400000000001,0.20755852842809366,0,1
1394,L48573,L,299.1,310.4,1594,33.3,147,0,0,0,0,0,0,11.299999999999955,5558.545545702565,4895.099999999999,0.19460815047021943,0,0
1395,L48574,L,299.1,310.4,1527,44.0,149,0,0,0,0,0,0,11.299999999999955,7035.9109069797,6556.0,0.2031413612565445,0,0
1396,L48575,L,299.1,310.4,1452,39.7,151,0,0,0,0,0,0,11.299999999999955,6036.507452019717,5994.700000000001,0.21362697866483138,0,0
1397,L48576,L,299.0,310.3,1483,39.2,153,0,0,0,0,0,0,11.300000000000011,6087.736356224253,5997.6,0.20909703504043128,0,0
1398,L48577,L,299.1,310.2,1569,38.2,155,0,0,0,0,0,0,11.099999999999966,6276.462298900905,5921.0,0.1975796178343949,0,0
1399,L48578,L,299.1,310.3,1472,46.6,157,0,0,0,0,0,0,11.199999999999989,7183.272546384085,7316.2,0.21065852002715546,0,0
1400,L48579,L,299.0,310.2,1533,43.5,159,0,0,0,0,0,0,11.199999999999989,6983.289230032071,6916.5,0.20221642764015646,0,0
1401,H30814,H,298.9,310.1,1366,62.7,161,0,0,0,0,0,0,11.200000000000045,8969.058530439645,10094.7,0.22684711046086323,0,2
1402,H30815,H,298.9,310.2,1532,37.7,166,0,0,0,0,0,0,11.300000000000011,6048.236064593118,6258.200000000001,0.20234833659491194,0,2
1403,M16262,M,298.9,310.1,1313,56.8,171,0,0,0,0,0,0,11.200000000000045,7809.8317852160335,9712.8,0.23599695585996958,0,1
1404,L48583,L,299.0,310.2,1372,48.0,174,0,0,0,0,0,0,11.199999999999989,6896.424193160315,8352.0,0.22592862345229422,0,0
1405,M16264,M,298.9,310.1,1555,40.6,176,0,0,0,0,0,0,11.200000000000045,6611.272299969481,7145.6,0.199293059125964,0,1
1406,L48585,L,298.9,310.1,1394,42.7,179,0,0,0,0,0,0,11.200000000000045,6233.317759791605,7643.3,0.22229390681003586,0,0
1407,L48586,L,298.9,310.1,1442,48.0,181,0,0,0,0,0,0,11.200000000000045,7248.282570362371,8688.0,0.21489951489951492,0,0
1408,L48587,L,298.9,310.0,1564,33.8,183,0,0,0,0,0,0,11.100000000000023,5535.821358841598,6185.4,0.19808306709265175,0,0
1409,L48588,L,298.9,310.0,1452,48.9,185,0,0,0,0,0,0,11.100000000000023,7435.3958288101785,9046.5,0.21335168616655195,0,0
1410,L48589,L,298.9,310.1,1466,42.5,187,0,0,0,0,0,0,11.200000000000045,6524.564342730401,7947.5,0.21138377641445127,0,0
1411,M16270,M,298.9,310.1,1469,53.2,189,0,0,0,0,0,0,11.200000000000045,8183.9326384055075,10054.800000000001,0.21095238095238097,0,1
1412,L48591,L,298.9,310.1,1944,23.4,192,0,0,0,0,0,0,11.200000000000045,4763.659772491275,4492.799999999999,0.15943444730077122,0,0
1413,M16272,M,298.8,309.9,1415,53.2,194,0,0,0,0,0,0,11.099999999999966,7883.093725897748,10320.800000000001,0.2188559322033898,0,1
1414,M16273,M,298.7,309.8,1528,36.7,197,0,0,0,0,0,0,11.100000000000023,5872.432539698233,7229.900000000001,0.2026160889470242,0,1
1415,M16274,M,298.7,309.8,1570,42.1,200,0,0,0,0,0,0,11.100000000000023,6921.661654144153,8420.0,0.1971992361553151,0,1
1416,L48595,L,298.7,309.9,1617,33.0,203,0,0,0,0,0,0,11.199999999999989,5587.9508529401655,6699.0,0.1915327564894932,1,0
1417,M16276,M,298.7,309.9,2083,18.2,205,0,0,0,0,0,0,11.199999999999989,3969.9887484393735,3731.0,0.14870441458733205,1,1
1418,L48597,L,298.7,309.9,1541,38.5,208,0,0,0,0,0,0,11.199999999999989,6212.865991616734,8008.0,0.20097276264591438,1,0
1419,L48598,L,298.8,309.9,1320,47.4,210,0,0,0,0,0,0,11.099999999999966,6552.1056383268715,9954.0,0.23459500378501133,1,0
1420,L48599,L,298.7,309.8,1354,53.3,212,1,0,0,0,1,0,11.100000000000023,7557.43623142663,11299.599999999999,0.22863468634686349,1,0
1421,M16280,M,298.8,309.9,1495,35.2,214,0,0,0,0,0,0,11.099999999999966,5510.772393416976,7532.8,0.20715240641711227,1,1
1422,L48601,L,298.7,309.8,1589,31.8,217,0,0,0,0,0,0,11.100000000000023,5291.510170147433,6900.6,0.1948427672955975,1,0
1423,L48602,L,298.7,309.8,1530,35.5,0,0,0,0,0,0,0,11.100000000000023,5687.85349932432,0.0,0.20235140431090792,0,0
1424,L48603,L,298.7,309.8,1539,33.4,2,0,0,0,0,0,0,11.100000000000023,5382.867684513823,66.8,0.20116883116883116,0,0
1425,L48604,L,298.7,309.7,1462,46.8,4,0,0,0,0,0,0,11.0,7165.093196895313,187.2,0.21168831168831168,0,0
1426,L48605,L,298.6,309.7,1356,54.0,6,0,0,0,0,0,0,11.099999999999966,7667.9993488819655,324.0,0.22822402358142962,0,0
1427,M16286,M,298.7,309.7,1622,34.6,8,0,0,0,0,0,0,11.0,5876.99832102145,276.8,0.19081947011706715,0,1
1428,L48607,L,298.7,309.8,1394,40.3,11,0,0,0,0,0,0,11.100000000000023,5882.967347063271,443.29999999999995,0.222078853046595,0,0
1429,L48608,L,298.8,309.9,1568,33.7,13,0,0,0,0,0,0,11.099999999999966,5533.559412131014,438.1,0.19751434034416823,0,0
1430,M16289,M,298.9,310.0,1456,43.8,15,0,0,0,0,0,0,11.100000000000023,6678.271999295039,657.0,0.2127659574468085,0,1
1431,L48610,L,298.9,310.0,1378,49.3,18,0,0,0,0,0,0,11.100000000000023,7114.178451956133,887.4,0.22480058013052936,0,0
1432,M16291,M,298.9,309.9,1404,41.4,20,0,0,0,0,0,0,11.0,6086.898598183296,828.0,0.22056939501779357,0,1
1433,L48612,L,298.8,309.8,1437,42.8,23,0,0,0,0,0,0,11.0,6440.6419309775065,984.4,0.21543810848400557,0,0
1434,L48613,L,298.8,309.8,1363,44.0,25,0,0,0,0,0,0,11.0,6280.253154036236,1100.0,0.22712609970674488,0,0
1435,M16294,M,298.8,309.8,1377,49.6,27,0,0,0,0,0,0,11.0,7152.2754988686675,1339.2,0.22481857764876634,0,1
1436,H30849,H,298.8,309.9,1526,42.1,30,0,0,0,0,0,0,11.099999999999966,6727.678779760496,1263.0,0.2029469548133595,0,2
1437,H30850,H,298.8,309.8,1510,44.2,35,0,0,0,0,0,0,11.0,6989.205896196332,1547.0,0.20502978160158836,0,2
1438,H30851,H,298.8,309.9,1439,45.2,40,1,0,0,0,0,0,11.099999999999966,6811.266088297007,1808.0,0.2152083333333333,0,2
1439,L48618,L,298.8,309.9,1482,39.1,45,0,0,0,0,0,0,11.099999999999966,6068.11187411483,1759.5,0.20896830748482803,0,0
1440,M16299,M,298.8,309.8,1534,37.0,47,0,0,0,0,0,0,11.0,5943.683861081649,1739.0,0.2018241042345277,0,1
1441,M16300,M,298.8,309.9,1741,27.7,50,0,0,0,0,0,0,11.099999999999966,5050.183494474177,1385.0,0.17789896670493685,0,1
1442,L48621,L,298.8,309.9,1550,38.8,53,0,0,0,0,0,0,11.099999999999966,6297.846072896338,2056.3999999999996,0.19980657640232108,0,0
1443,M16302,M,298.8,310.0,1486,38.5,55,0,0,0,0,0,0,11.199999999999989,5991.121910150855,2117.5,0.20847343644922664,0,1
1444,L48623,L,298.9,310.1,1602,38.2,58,0,0,0,0,0,0,11.200000000000045,6408.472022204748,2215.6000000000004,0.19344978165938867,0,0
1445,L48624,L,299.0,310.2,1477,37.9,60,0,0,0,0,0,0,11.199999999999989,5862.03386801485,2274.0,0.2098782138024357,0,0
1446,L48625,L,299.0,310.1,1618,29.2,62,0,0,0,0,0,0,11.100000000000023,4947.547662481397,1810.3999999999999,0.19153798641136505,0,0
1447,M16306,M,299.0,310.2,1628,35.8,64,0,0,0,0,0,0,11.199999999999989,6103.318655786059,2291.2,0.19042357274401472,0,1
1448,M16307,M,299.0,310.3,1662,33.6,67,0,0,0,0,0,0,11.300000000000011,5847.886229098184,2251.2000000000003,0.18659049909801564,0,1
